split,pid,camera,sequence,frame,det,src_path,dst_path
test,229,6,1,46976,1,bounding_box_test/0229_c6s1_046976_01.jpg,data/processed/test/0229/0229_c6s1_046976_01.jpg
test,229,6,1,47001,1,bounding_box_test/0229_c6s1_047001_01.jpg,data/processed/test/0229/0229_c6s1_047001_01.jpg
test,230,1,1,47376,1,bounding_box_test/0230_c1s1_047376_01.jpg,data/processed/test/0230/0230_c1s1_047376_01.jpg
test,230,1,1,47426,1,bounding_box_test/0230_c1s1_047426_01.jpg,data/processed/test/0230/0230_c1s1_047426_01.jpg
test,230,1,1,47451,1,bounding_box_test/0230_c1s1_047451_01.jpg,data/processed/test/0230/0230_c1s1_047451_01.jpg
test,230,1,1,47526,3,bounding_box_test/0230_c1s1_047526_03.jpg,data/processed/test/0230/0230_c1s1_047526_03.jpg
test,230,2,1,46501,10,bounding_box_test/0230_c2s1_046501_10.jpg,data/processed/test/0230/0230_c2s1_046501_10.jpg
test,230,2,1,46876,1,bounding_box_test/0230_c2s1_046876_01.jpg,data/processed/test/0230/0230_c2s1_046876_01.jpg
test,230,3,1,47001,1,bounding_box_test/0230_c3s1_047001_01.jpg,data/processed/test/0230/0230_c3s1_047001_01.jpg
test,230,3,1,47051,1,bounding_box_test/0230_c3s1_047051_01.jpg,data/processed/test/0230/0230_c3s1_047051_01.jpg
test,230,3,1,47126,2,bounding_box_test/0230_c3s1_047126_02.jpg,data/processed/test/0230/0230_c3s1_047126_02.jpg
test,230,5,1,47401,1,bounding_box_test/0230_c5s1_047401_01.jpg,data/processed/test/0230/0230_c5s1_047401_01.jpg
test,230,5,1,47476,1,bounding_box_test/0230_c5s1_047476_01.jpg,data/processed/test/0230/0230_c5s1_047476_01.jpg
test,230,5,1,47476,4,bounding_box_test/0230_c5s1_047476_04.jpg,data/processed/test/0230/0230_c5s1_047476_04.jpg
test,230,5,1,47501,1,bounding_box_test/0230_c5s1_047501_01.jpg,data/processed/test/0230/0230_c5s1_047501_01.jpg
test,230,5,1,47501,2,bounding_box_test/0230_c5s1_047501_02.jpg,data/processed/test/0230/0230_c5s1_047501_02.jpg
test,230,5,1,47551,1,bounding_box_test/0230_c5s1_047551_01.jpg,data/processed/test/0230/0230_c5s1_047551_01.jpg
test,230,5,1,47551,2,bounding_box_test/0230_c5s1_047551_02.jpg,data/processed/test/0230/0230_c5s1_047551_02.jpg
test,230,5,1,47651,1,bounding_box_test/0230_c5s1_047651_01.jpg,data/processed/test/0230/0230_c5s1_047651_01.jpg
test,230,6,1,47626,1,bounding_box_test/0230_c6s1_047626_01.jpg,data/processed/test/0230/0230_c6s1_047626_01.jpg
test,230,6,1,47651,1,bounding_box_test/0230_c6s1_047651_01.jpg,data/processed/test/0230/0230_c6s1_047651_01.jpg
test,230,6,1,47651,2,bounding_box_test/0230_c6s1_047651_02.jpg,data/processed/test/0230/0230_c6s1_047651_02.jpg
test,230,6,1,47676,1,bounding_box_test/0230_c6s1_047676_01.jpg,data/processed/test/0230/0230_c6s1_047676_01.jpg
test,230,6,1,47701,2,bounding_box_test/0230_c6s1_047701_02.jpg,data/processed/test/0230/0230_c6s1_047701_02.jpg
test,230,6,1,47751,1,bounding_box_test/0230_c6s1_047751_01.jpg,data/processed/test/0230/0230_c6s1_047751_01.jpg
test,230,6,1,47776,2,bounding_box_test/0230_c6s1_047776_02.jpg,data/processed/test/0230/0230_c6s1_047776_02.jpg
test,231,1,1,47476,2,bounding_box_test/0231_c1s1_047476_02.jpg,data/processed/test/0231/0231_c1s1_047476_02.jpg
test,231,1,1,53626,2,bounding_box_test/0231_c1s1_053626_02.jpg,data/processed/test/0231/0231_c1s1_053626_02.jpg
test,231,2,1,46876,5,bounding_box_test/0231_c2s1_046876_05.jpg,data/processed/test/0231/0231_c2s1_046876_05.jpg
test,231,3,1,47001,2,bounding_box_test/0231_c3s1_047001_02.jpg,data/processed/test/0231/0231_c3s1_047001_02.jpg
test,231,3,1,52826,2,bounding_box_test/0231_c3s1_052826_02.jpg,data/processed/test/0231/0231_c3s1_052826_02.jpg
test,231,3,1,52851,5,bounding_box_test/0231_c3s1_052851_05.jpg,data/processed/test/0231/0231_c3s1_052851_05.jpg
test,231,4,1,47501,2,bounding_box_test/0231_c4s1_047501_02.jpg,data/processed/test/0231/0231_c4s1_047501_02.jpg
test,231,4,1,47526,1,bounding_box_test/0231_c4s1_047526_01.jpg,data/processed/test/0231/0231_c4s1_047526_01.jpg
test,231,4,1,53426,1,bounding_box_test/0231_c4s1_053426_01.jpg,data/processed/test/0231/0231_c4s1_053426_01.jpg
test,231,4,1,53451,1,bounding_box_test/0231_c4s1_053451_01.jpg,data/processed/test/0231/0231_c4s1_053451_01.jpg
test,231,5,1,47551,3,bounding_box_test/0231_c5s1_047551_03.jpg,data/processed/test/0231/0231_c5s1_047551_03.jpg
test,231,6,1,53301,1,bounding_box_test/0231_c6s1_053301_01.jpg,data/processed/test/0231/0231_c6s1_053301_01.jpg
test,231,6,1,53326,1,bounding_box_test/0231_c6s1_053326_01.jpg,data/processed/test/0231/0231_c6s1_053326_01.jpg
test,231,6,1,53351,2,bounding_box_test/0231_c6s1_053351_02.jpg,data/processed/test/0231/0231_c6s1_053351_02.jpg
test,231,6,1,53376,2,bounding_box_test/0231_c6s1_053376_02.jpg,data/processed/test/0231/0231_c6s1_053376_02.jpg
test,231,6,1,53401,1,bounding_box_test/0231_c6s1_053401_01.jpg,data/processed/test/0231/0231_c6s1_053401_01.jpg
test,233,1,1,48176,1,bounding_box_test/0233_c1s1_048176_01.jpg,data/processed/test/0233/0233_c1s1_048176_01.jpg
test,233,1,1,48201,1,bounding_box_test/0233_c1s1_048201_01.jpg,data/processed/test/0233/0233_c1s1_048201_01.jpg
test,233,1,1,48201,3,bounding_box_test/0233_c1s1_048201_03.jpg,data/processed/test/0233/0233_c1s1_048201_03.jpg
test,233,2,1,47551,2,bounding_box_test/0233_c2s1_047551_02.jpg,data/processed/test/0233/0233_c2s1_047551_02.jpg
test,233,2,1,47601,1,bounding_box_test/0233_c2s1_047601_01.jpg,data/processed/test/0233/0233_c2s1_047601_01.jpg
test,233,2,1,47601,4,bounding_box_test/0233_c2s1_047601_04.jpg,data/processed/test/0233/0233_c2s1_047601_04.jpg
test,233,2,1,62046,1,bounding_box_test/0233_c2s1_062046_01.jpg,data/processed/test/0233/0233_c2s1_062046_01.jpg
test,233,2,1,62046,3,bounding_box_test/0233_c2s1_062046_03.jpg,data/processed/test/0233/0233_c2s1_062046_03.jpg
test,233,2,1,62071,1,bounding_box_test/0233_c2s1_062071_01.jpg,data/processed/test/0233/0233_c2s1_062071_01.jpg
test,233,3,1,48076,1,bounding_box_test/0233_c3s1_048076_01.jpg,data/processed/test/0233/0233_c3s1_048076_01.jpg
test,233,3,1,48076,5,bounding_box_test/0233_c3s1_048076_05.jpg,data/processed/test/0233/0233_c3s1_048076_05.jpg
test,233,3,1,48176,1,bounding_box_test/0233_c3s1_048176_01.jpg,data/processed/test/0233/0233_c3s1_048176_01.jpg
test,233,3,1,61792,1,bounding_box_test/0233_c3s1_061792_01.jpg,data/processed/test/0233/0233_c3s1_061792_01.jpg
test,233,3,1,61817,1,bounding_box_test/0233_c3s1_061817_01.jpg,data/processed/test/0233/0233_c3s1_061817_01.jpg
test,233,5,1,48076,3,bounding_box_test/0233_c5s1_048076_03.jpg,data/processed/test/0233/0233_c5s1_048076_03.jpg
test,233,5,1,48226,1,bounding_box_test/0233_c5s1_048226_01.jpg,data/processed/test/0233/0233_c5s1_048226_01.jpg
test,233,5,1,48301,2,bounding_box_test/0233_c5s1_048301_02.jpg,data/processed/test/0233/0233_c5s1_048301_02.jpg
test,233,5,1,48651,1,bounding_box_test/0233_c5s1_048651_01.jpg,data/processed/test/0233/0233_c5s1_048651_01.jpg
test,233,5,1,62648,6,bounding_box_test/0233_c5s1_062648_06.jpg,data/processed/test/0233/0233_c5s1_062648_06.jpg
test,233,6,1,48676,2,bounding_box_test/0233_c6s1_048676_02.jpg,data/processed/test/0233/0233_c6s1_048676_02.jpg
test,233,6,1,48701,2,bounding_box_test/0233_c6s1_048701_02.jpg,data/processed/test/0233/0233_c6s1_048701_02.jpg
test,233,6,1,48726,3,bounding_box_test/0233_c6s1_048726_03.jpg,data/processed/test/0233/0233_c6s1_048726_03.jpg
test,233,6,1,48776,1,bounding_box_test/0233_c6s1_048776_01.jpg,data/processed/test/0233/0233_c6s1_048776_01.jpg
test,233,6,1,48801,1,bounding_box_test/0233_c6s1_048801_01.jpg,data/processed/test/0233/0233_c6s1_048801_01.jpg
test,233,6,1,62301,3,bounding_box_test/0233_c6s1_062301_03.jpg,data/processed/test/0233/0233_c6s1_062301_03.jpg
test,233,6,1,62326,2,bounding_box_test/0233_c6s1_062326_02.jpg,data/processed/test/0233/0233_c6s1_062326_02.jpg
test,233,6,1,62351,1,bounding_box_test/0233_c6s1_062351_01.jpg,data/processed/test/0233/0233_c6s1_062351_01.jpg
test,235,1,1,48651,2,bounding_box_test/0235_c1s1_048651_02.jpg,data/processed/test/0235/0235_c1s1_048651_02.jpg
test,235,1,2,8391,1,bounding_box_test/0235_c1s2_008391_01.jpg,data/processed/test/0235/0235_c1s2_008391_01.jpg
test,235,1,2,8416,2,bounding_box_test/0235_c1s2_008416_02.jpg,data/processed/test/0235/0235_c1s2_008416_02.jpg
test,235,2,1,48051,1,bounding_box_test/0235_c2s1_048051_01.jpg,data/processed/test/0235/0235_c2s1_048051_01.jpg
test,235,2,1,80671,2,bounding_box_test/0235_c2s1_080671_02.jpg,data/processed/test/0235/0235_c2s1_080671_02.jpg
test,235,2,1,80671,4,bounding_box_test/0235_c2s1_080671_04.jpg,data/processed/test/0235/0235_c2s1_080671_04.jpg
test,235,2,1,80696,2,bounding_box_test/0235_c2s1_080696_02.jpg,data/processed/test/0235/0235_c2s1_080696_02.jpg
test,235,2,1,80696,4,bounding_box_test/0235_c2s1_080696_04.jpg,data/processed/test/0235/0235_c2s1_080696_04.jpg
test,235,3,1,48351,1,bounding_box_test/0235_c3s1_048351_01.jpg,data/processed/test/0235/0235_c3s1_048351_01.jpg
test,235,3,1,48376,2,bounding_box_test/0235_c3s1_048376_02.jpg,data/processed/test/0235/0235_c3s1_048376_02.jpg
test,235,3,1,80417,2,bounding_box_test/0235_c3s1_080417_02.jpg,data/processed/test/0235/0235_c3s1_080417_02.jpg
test,235,5,1,48676,1,bounding_box_test/0235_c5s1_048676_01.jpg,data/processed/test/0235/0235_c5s1_048676_01.jpg
test,235,6,1,48901,2,bounding_box_test/0235_c6s1_048901_02.jpg,data/processed/test/0235/0235_c6s1_048901_02.jpg
test,235,6,1,48926,1,bounding_box_test/0235_c6s1_048926_01.jpg,data/processed/test/0235/0235_c6s1_048926_01.jpg
test,235,6,1,48951,1,bounding_box_test/0235_c6s1_048951_01.jpg,data/processed/test/0235/0235_c6s1_048951_01.jpg
test,235,6,1,48976,2,bounding_box_test/0235_c6s1_048976_02.jpg,data/processed/test/0235/0235_c6s1_048976_02.jpg
test,235,6,1,80876,5,bounding_box_test/0235_c6s1_080876_05.jpg,data/processed/test/0235/0235_c6s1_080876_05.jpg
test,235,6,1,80901,4,bounding_box_test/0235_c6s1_080901_04.jpg,data/processed/test/0235/0235_c6s1_080901_04.jpg
test,235,6,1,80926,5,bounding_box_test/0235_c6s1_080926_05.jpg,data/processed/test/0235/0235_c6s1_080926_05.jpg
test,235,6,1,80976,7,bounding_box_test/0235_c6s1_080976_07.jpg,data/processed/test/0235/0235_c6s1_080976_07.jpg
test,238,1,6,30771,1,bounding_box_test/0238_c1s6_030771_01.jpg,data/processed/test/0238/0238_c1s6_030771_01.jpg
test,238,2,3,73227,1,bounding_box_test/0238_c2s3_073227_01.jpg,data/processed/test/0238/0238_c2s3_073227_01.jpg
test,238,2,3,73302,5,bounding_box_test/0238_c2s3_073302_05.jpg,data/processed/test/0238/0238_c2s3_073302_05.jpg
test,238,3,3,79519,3,bounding_box_test/0238_c3s3_079519_03.jpg,data/processed/test/0238/0238_c3s3_079519_03.jpg
test,238,3,3,79544,2,bounding_box_test/0238_c3s3_079544_02.jpg,data/processed/test/0238/0238_c3s3_079544_02.jpg
test,238,3,3,79569,2,bounding_box_test/0238_c3s3_079569_02.jpg,data/processed/test/0238/0238_c3s3_079569_02.jpg
test,238,5,3,79812,2,bounding_box_test/0238_c5s3_079812_02.jpg,data/processed/test/0238/0238_c5s3_079812_02.jpg
test,238,5,3,79912,2,bounding_box_test/0238_c5s3_079912_02.jpg,data/processed/test/0238/0238_c5s3_079912_02.jpg
test,238,6,4,6027,3,bounding_box_test/0238_c6s4_006027_03.jpg,data/processed/test/0238/0238_c6s4_006027_03.jpg
test,240,1,1,50326,3,bounding_box_test/0240_c1s1_050326_03.jpg,data/processed/test/0240/0240_c1s1_050326_03.jpg
test,240,1,1,68756,2,bounding_box_test/0240_c1s1_068756_02.jpg,data/processed/test/0240/0240_c1s1_068756_02.jpg
test,240,1,1,68781,3,bounding_box_test/0240_c1s1_068781_03.jpg,data/processed/test/0240/0240_c1s1_068781_03.jpg
test,240,2,1,49726,1,bounding_box_test/0240_c2s1_049726_01.jpg,data/processed/test/0240/0240_c2s1_049726_01.jpg
test,240,2,1,49751,2,bounding_box_test/0240_c2s1_049751_02.jpg,data/processed/test/0240/0240_c2s1_049751_02.jpg
test,240,2,1,49776,7,bounding_box_test/0240_c2s1_049776_07.jpg,data/processed/test/0240/0240_c2s1_049776_07.jpg
test,240,3,1,49976,1,bounding_box_test/0240_c3s1_049976_01.jpg,data/processed/test/0240/0240_c3s1_049976_01.jpg
test,240,3,1,68142,3,bounding_box_test/0240_c3s1_068142_03.jpg,data/processed/test/0240/0240_c3s1_068142_03.jpg
test,240,3,1,68242,3,bounding_box_test/0240_c3s1_068242_03.jpg,data/processed/test/0240/0240_c3s1_068242_03.jpg
test,240,4,1,68032,2,bounding_box_test/0240_c4s1_068032_02.jpg,data/processed/test/0240/0240_c4s1_068032_02.jpg
test,240,5,1,50326,6,bounding_box_test/0240_c5s1_050326_06.jpg,data/processed/test/0240/0240_c5s1_050326_06.jpg
test,240,5,1,68523,4,bounding_box_test/0240_c5s1_068523_04.jpg,data/processed/test/0240/0240_c5s1_068523_04.jpg
test,240,5,1,68548,4,bounding_box_test/0240_c5s1_068548_04.jpg,data/processed/test/0240/0240_c5s1_068548_04.jpg
test,240,6,1,50551,3,bounding_box_test/0240_c6s1_050551_03.jpg,data/processed/test/0240/0240_c6s1_050551_03.jpg
test,244,1,3,18576,5,bounding_box_test/0244_c1s3_018576_05.jpg,data/processed/test/0244/0244_c1s3_018576_05.jpg
test,244,1,3,25776,5,bounding_box_test/0244_c1s3_025776_05.jpg,data/processed/test/0244/0244_c1s3_025776_05.jpg
test,244,2,1,50551,1,bounding_box_test/0244_c2s1_050551_01.jpg,data/processed/test/0244/0244_c2s1_050551_01.jpg
test,244,2,1,50551,2,bounding_box_test/0244_c2s1_050551_02.jpg,data/processed/test/0244/0244_c2s1_050551_02.jpg
test,244,2,2,1287,2,bounding_box_test/0244_c2s2_001287_02.jpg,data/processed/test/0244/0244_c2s2_001287_02.jpg
test,244,2,2,1312,5,bounding_box_test/0244_c2s2_001312_05.jpg,data/processed/test/0244/0244_c2s2_001312_05.jpg
test,244,2,2,8337,1,bounding_box_test/0244_c2s2_008337_01.jpg,data/processed/test/0244/0244_c2s2_008337_01.jpg
test,244,3,1,50826,2,bounding_box_test/0244_c3s1_050826_02.jpg,data/processed/test/0244/0244_c3s1_050826_02.jpg
test,244,3,1,50876,1,bounding_box_test/0244_c3s1_050876_01.jpg,data/processed/test/0244/0244_c3s1_050876_01.jpg
test,244,3,2,4462,1,bounding_box_test/0244_c3s2_004462_01.jpg,data/processed/test/0244/0244_c3s2_004462_01.jpg
test,244,3,2,4537,1,bounding_box_test/0244_c3s2_004537_01.jpg,data/processed/test/0244/0244_c3s2_004537_01.jpg
test,244,3,2,10987,2,bounding_box_test/0244_c3s2_010987_02.jpg,data/processed/test/0244/0244_c3s2_010987_02.jpg
test,244,5,1,50926,2,bounding_box_test/0244_c5s1_050926_02.jpg,data/processed/test/0244/0244_c5s1_050926_02.jpg
test,244,5,2,4255,2,bounding_box_test/0244_c5s2_004255_02.jpg,data/processed/test/0244/0244_c5s2_004255_02.jpg
test,244,6,1,51451,7,bounding_box_test/0244_c6s1_051451_07.jpg,data/processed/test/0244/0244_c6s1_051451_07.jpg
test,244,6,1,51501,3,bounding_box_test/0244_c6s1_051501_03.jpg,data/processed/test/0244/0244_c6s1_051501_03.jpg
test,244,6,2,5093,3,bounding_box_test/0244_c6s2_005093_03.jpg,data/processed/test/0244/0244_c6s2_005093_03.jpg
test,244,6,2,5118,4,bounding_box_test/0244_c6s2_005118_04.jpg,data/processed/test/0244/0244_c6s2_005118_04.jpg
test,244,6,2,5143,2,bounding_box_test/0244_c6s2_005143_02.jpg,data/processed/test/0244/0244_c6s2_005143_02.jpg
test,246,1,1,51326,1,bounding_box_test/0246_c1s1_051326_01.jpg,data/processed/test/0246/0246_c1s1_051326_01.jpg
test,246,2,1,50601,5,bounding_box_test/0246_c2s1_050601_05.jpg,data/processed/test/0246/0246_c2s1_050601_05.jpg
test,246,3,1,50701,1,bounding_box_test/0246_c3s1_050701_01.jpg,data/processed/test/0246/0246_c3s1_050701_01.jpg
test,246,4,1,51301,1,bounding_box_test/0246_c4s1_051301_01.jpg,data/processed/test/0246/0246_c4s1_051301_01.jpg
test,247,1,1,51526,1,bounding_box_test/0247_c1s1_051526_01.jpg,data/processed/test/0247/0247_c1s1_051526_01.jpg
test,247,1,1,63556,1,bounding_box_test/0247_c1s1_063556_01.jpg,data/processed/test/0247/0247_c1s1_063556_01.jpg
test,247,1,1,63656,1,bounding_box_test/0247_c1s1_063656_01.jpg,data/processed/test/0247/0247_c1s1_063656_01.jpg
test,247,1,1,63681,1,bounding_box_test/0247_c1s1_063681_01.jpg,data/processed/test/0247/0247_c1s1_063681_01.jpg
test,247,2,1,50951,1,bounding_box_test/0247_c2s1_050951_01.jpg,data/processed/test/0247/0247_c2s1_050951_01.jpg
test,247,2,1,51026,1,bounding_box_test/0247_c2s1_051026_01.jpg,data/processed/test/0247/0247_c2s1_051026_01.jpg
test,247,2,1,63146,1,bounding_box_test/0247_c2s1_063146_01.jpg,data/processed/test/0247/0247_c2s1_063146_01.jpg
test,247,2,1,63171,1,bounding_box_test/0247_c2s1_063171_01.jpg,data/processed/test/0247/0247_c2s1_063171_01.jpg
test,247,3,1,51201,4,bounding_box_test/0247_c3s1_051201_04.jpg,data/processed/test/0247/0247_c3s1_051201_04.jpg
test,247,3,1,51226,4,bounding_box_test/0247_c3s1_051226_04.jpg,data/processed/test/0247/0247_c3s1_051226_04.jpg
test,247,3,1,62867,3,bounding_box_test/0247_c3s1_062867_03.jpg,data/processed/test/0247/0247_c3s1_062867_03.jpg
test,247,3,1,62917,2,bounding_box_test/0247_c3s1_062917_02.jpg,data/processed/test/0247/0247_c3s1_062917_02.jpg
test,247,5,1,63498,5,bounding_box_test/0247_c5s1_063498_05.jpg,data/processed/test/0247/0247_c5s1_063498_05.jpg
test,247,5,1,63548,2,bounding_box_test/0247_c5s1_063548_02.jpg,data/processed/test/0247/0247_c5s1_063548_02.jpg
test,247,5,1,63573,4,bounding_box_test/0247_c5s1_063573_04.jpg,data/processed/test/0247/0247_c5s1_063573_04.jpg
test,247,5,1,63723,1,bounding_box_test/0247_c5s1_063723_01.jpg,data/processed/test/0247/0247_c5s1_063723_01.jpg
test,247,5,1,63723,5,bounding_box_test/0247_c5s1_063723_05.jpg,data/processed/test/0247/0247_c5s1_063723_05.jpg
test,247,6,1,51776,2,bounding_box_test/0247_c6s1_051776_02.jpg,data/processed/test/0247/0247_c6s1_051776_02.jpg
test,247,6,1,51801,2,bounding_box_test/0247_c6s1_051801_02.jpg,data/processed/test/0247/0247_c6s1_051801_02.jpg
test,247,6,1,51826,1,bounding_box_test/0247_c6s1_051826_01.jpg,data/processed/test/0247/0247_c6s1_051826_01.jpg
test,247,6,1,63326,1,bounding_box_test/0247_c6s1_063326_01.jpg,data/processed/test/0247/0247_c6s1_063326_01.jpg
test,247,6,1,63351,1,bounding_box_test/0247_c6s1_063351_01.jpg,data/processed/test/0247/0247_c6s1_063351_01.jpg
test,247,6,1,63401,3,bounding_box_test/0247_c6s1_063401_03.jpg,data/processed/test/0247/0247_c6s1_063401_03.jpg
test,247,6,1,63426,5,bounding_box_test/0247_c6s1_063426_05.jpg,data/processed/test/0247/0247_c6s1_063426_05.jpg
test,247,6,1,63451,2,bounding_box_test/0247_c6s1_063451_02.jpg,data/processed/test/0247/0247_c6s1_063451_02.jpg
test,252,1,1,52726,2,bounding_box_test/0252_c1s1_052726_02.jpg,data/processed/test/0252/0252_c1s1_052726_02.jpg
test,252,1,1,52801,3,bounding_box_test/0252_c1s1_052801_03.jpg,data/processed/test/0252/0252_c1s1_052801_03.jpg
test,252,1,1,58406,3,bounding_box_test/0252_c1s1_058406_03.jpg,data/processed/test/0252/0252_c1s1_058406_03.jpg
test,252,1,1,58481,4,bounding_box_test/0252_c1s1_058481_04.jpg,data/processed/test/0252/0252_c1s1_058481_04.jpg
test,252,3,1,52226,1,bounding_box_test/0252_c3s1_052226_01.jpg,data/processed/test/0252/0252_c3s1_052226_01.jpg
test,252,3,1,52276,1,bounding_box_test/0252_c3s1_052276_01.jpg,data/processed/test/0252/0252_c3s1_052276_01.jpg
test,252,3,1,57767,3,bounding_box_test/0252_c3s1_057767_03.jpg,data/processed/test/0252/0252_c3s1_057767_03.jpg
test,252,3,1,57842,3,bounding_box_test/0252_c3s1_057842_03.jpg,data/processed/test/0252/0252_c3s1_057842_03.jpg
test,252,5,1,52626,3,bounding_box_test/0252_c5s1_052626_03.jpg,data/processed/test/0252/0252_c5s1_052626_03.jpg
test,252,5,1,52726,3,bounding_box_test/0252_c5s1_052726_03.jpg,data/processed/test/0252/0252_c5s1_052726_03.jpg
test,252,5,1,52801,1,bounding_box_test/0252_c5s1_052801_01.jpg,data/processed/test/0252/0252_c5s1_052801_01.jpg
test,252,5,1,58423,3,bounding_box_test/0252_c5s1_058423_03.jpg,data/processed/test/0252/0252_c5s1_058423_03.jpg
test,252,5,1,58448,6,bounding_box_test/0252_c5s1_058448_06.jpg,data/processed/test/0252/0252_c5s1_058448_06.jpg
test,252,5,1,58723,1,bounding_box_test/0252_c5s1_058723_01.jpg,data/processed/test/0252/0252_c5s1_058723_01.jpg
test,252,6,1,52776,2,bounding_box_test/0252_c6s1_052776_02.jpg,data/processed/test/0252/0252_c6s1_052776_02.jpg
test,252,6,1,52801,2,bounding_box_test/0252_c6s1_052801_02.jpg,data/processed/test/0252/0252_c6s1_052801_02.jpg
test,252,6,1,52826,2,bounding_box_test/0252_c6s1_052826_02.jpg,data/processed/test/0252/0252_c6s1_052826_02.jpg
test,252,6,1,52851,2,bounding_box_test/0252_c6s1_052851_02.jpg,data/processed/test/0252/0252_c6s1_052851_02.jpg
test,252,6,1,52876,2,bounding_box_test/0252_c6s1_052876_02.jpg,data/processed/test/0252/0252_c6s1_052876_02.jpg
test,252,6,1,58226,2,bounding_box_test/0252_c6s1_058226_02.jpg,data/processed/test/0252/0252_c6s1_058226_02.jpg
test,252,6,1,58251,2,bounding_box_test/0252_c6s1_058251_02.jpg,data/processed/test/0252/0252_c6s1_058251_02.jpg
test,252,6,1,58276,2,bounding_box_test/0252_c6s1_058276_02.jpg,data/processed/test/0252/0252_c6s1_058276_02.jpg
test,252,6,1,58301,2,bounding_box_test/0252_c6s1_058301_02.jpg,data/processed/test/0252/0252_c6s1_058301_02.jpg
test,252,6,1,58301,5,bounding_box_test/0252_c6s1_058301_05.jpg,data/processed/test/0252/0252_c6s1_058301_05.jpg
test,252,6,1,58326,2,bounding_box_test/0252_c6s1_058326_02.jpg,data/processed/test/0252/0252_c6s1_058326_02.jpg
test,252,6,1,58351,2,bounding_box_test/0252_c6s1_058351_02.jpg,data/processed/test/0252/0252_c6s1_058351_02.jpg
test,253,1,1,53026,4,bounding_box_test/0253_c1s1_053026_04.jpg,data/processed/test/0253/0253_c1s1_053026_04.jpg
test,253,1,1,53051,1,bounding_box_test/0253_c1s1_053051_01.jpg,data/processed/test/0253/0253_c1s1_053051_01.jpg
test,253,1,1,53126,2,bounding_box_test/0253_c1s1_053126_02.jpg,data/processed/test/0253/0253_c1s1_053126_02.jpg
test,253,4,1,52726,2,bounding_box_test/0253_c4s1_052726_02.jpg,data/processed/test/0253/0253_c4s1_052726_02.jpg
test,253,4,1,52751,1,bounding_box_test/0253_c4s1_052751_01.jpg,data/processed/test/0253/0253_c4s1_052751_01.jpg
test,253,4,1,52751,3,bounding_box_test/0253_c4s1_052751_03.jpg,data/processed/test/0253/0253_c4s1_052751_03.jpg
test,253,4,1,52801,1,bounding_box_test/0253_c4s1_052801_01.jpg,data/processed/test/0253/0253_c4s1_052801_01.jpg
test,256,1,1,54651,1,bounding_box_test/0256_c1s1_054651_01.jpg,data/processed/test/0256/0256_c1s1_054651_01.jpg
test,256,1,1,54676,1,bounding_box_test/0256_c1s1_054676_01.jpg,data/processed/test/0256/0256_c1s1_054676_01.jpg
test,256,1,1,62756,1,bounding_box_test/0256_c1s1_062756_01.jpg,data/processed/test/0256/0256_c1s1_062756_01.jpg
test,256,1,1,62781,1,bounding_box_test/0256_c1s1_062781_01.jpg,data/processed/test/0256/0256_c1s1_062781_01.jpg
test,256,2,1,54026,3,bounding_box_test/0256_c2s1_054026_03.jpg,data/processed/test/0256/0256_c2s1_054026_03.jpg
test,256,2,1,54151,2,bounding_box_test/0256_c2s1_054151_02.jpg,data/processed/test/0256/0256_c2s1_054151_02.jpg
test,256,2,1,62221,1,bounding_box_test/0256_c2s1_062221_01.jpg,data/processed/test/0256/0256_c2s1_062221_01.jpg
test,256,3,1,54051,1,bounding_box_test/0256_c3s1_054051_01.jpg,data/processed/test/0256/0256_c3s1_054051_01.jpg
test,256,3,1,54326,2,bounding_box_test/0256_c3s1_054326_02.jpg,data/processed/test/0256/0256_c3s1_054326_02.jpg
test,256,3,1,54351,2,bounding_box_test/0256_c3s1_054351_02.jpg,data/processed/test/0256/0256_c3s1_054351_02.jpg
test,256,3,1,61992,1,bounding_box_test/0256_c3s1_061992_01.jpg,data/processed/test/0256/0256_c3s1_061992_01.jpg
test,256,3,1,62042,1,bounding_box_test/0256_c3s1_062042_01.jpg,data/processed/test/0256/0256_c3s1_062042_01.jpg
test,256,5,1,54526,1,bounding_box_test/0256_c5s1_054526_01.jpg,data/processed/test/0256/0256_c5s1_054526_01.jpg
test,256,5,1,54576,1,bounding_box_test/0256_c5s1_054576_01.jpg,data/processed/test/0256/0256_c5s1_054576_01.jpg
test,256,5,1,54701,2,bounding_box_test/0256_c5s1_054701_02.jpg,data/processed/test/0256/0256_c5s1_054701_02.jpg
test,256,5,1,54726,4,bounding_box_test/0256_c5s1_054726_04.jpg,data/processed/test/0256/0256_c5s1_054726_04.jpg
test,256,5,1,62798,1,bounding_box_test/0256_c5s1_062798_01.jpg,data/processed/test/0256/0256_c5s1_062798_01.jpg
test,256,5,1,62798,2,bounding_box_test/0256_c5s1_062798_02.jpg,data/processed/test/0256/0256_c5s1_062798_02.jpg
test,256,6,1,54876,2,bounding_box_test/0256_c6s1_054876_02.jpg,data/processed/test/0256/0256_c6s1_054876_02.jpg
test,256,6,1,54901,1,bounding_box_test/0256_c6s1_054901_01.jpg,data/processed/test/0256/0256_c6s1_054901_01.jpg
test,256,6,1,54926,1,bounding_box_test/0256_c6s1_054926_01.jpg,data/processed/test/0256/0256_c6s1_054926_01.jpg
